2025-07-19 23:20:44 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=193.52.230.21; Destination=66.28.70.94; QNAME=vpn.eljcicax.xyz; QTYPE=A; RCODE=NOERROR
2025-07-20 12:58:19 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=177.118.12.155; Destination=16.171.121.137; QNAME=portal.vvktxmqhs.co; QTYPE=SRV; RCODE=NXDOMAIN
2025-07-20 13:30:20 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=187.74.135.199; Destination=108.252.184.38; QNAME=repo.cosvmw.net; QTYPE=SOA; RCODE=NOERROR
2025-07-20 13:59:20 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=122.79.67.12; Destination=148.234.215.250; QNAME=vpn.izvmksdsxx.dev; QTYPE=CAA; RCODE=SERVFAIL
2025-07-20 14:00:36 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=130.204.178.82; Destination=52.104.120.203; QNAME=updates.vucfis.org; QTYPE=A; RCODE=REFUSED
2025-07-20 14:01:21 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=155.9.80.166; Destination=36.208.150.117; QNAME=secure.uxhjllecj.org; QTYPE=NS; RCODE=NOERROR
2025-07-20 14:19:10 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=48.212.201.169; Destination=94.40.92.186; QNAME=portal.onvwzf.net; QTYPE=SRV; RCODE=FORMERR
2025-07-20 14:32:03 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=163.115.130.89; Destination=196.132.86.165; QNAME=updates.thjzqd.dev; QTYPE=NS; RCODE=NXDOMAIN
2025-07-20 14:33:45 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=126.29.184.168; Destination=131.224.150.21; QNAME=auth.kxhmrw.co; QTYPE=MX; RCODE=REFUSED
2025-07-20 14:51:29 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=157.131.196.104; Destination=49.161.97.238; QNAME=updates.rlfar.xyz; QTYPE=A; RCODE=SERVFAIL
2025-07-20 15:15:28 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=106.174.166.74; Destination=98.2.180.205; QNAME=cdn.ovymmyotj.net; QTYPE=NS; RCODE=FORMERR
2025-07-20 15:23:03 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=120.3.27.109; Destination=129.59.91.145; QNAME=mail.zvgjkqgvgl.net; QTYPE=TXT; RCODE=REFUSED
2025-07-20 15:26:24 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=22.120.147.119; Destination=178.2.134.182; QNAME=www.dbtpfyq.co; QTYPE=SRV; RCODE=NOERROR
2025-07-20 15:43:24 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=34.255.235.96; Destination=62.26.202.183; QNAME=portal.gbvfqywdp.info; QTYPE=PTR; RCODE=FORMERR
2025-07-20 15:47:21 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=177.130.187.136; Destination=31.79.109.221; QNAME=login.rwsvbckv.co; QTYPE=PTR; RCODE=SERVFAIL
2025-07-20 15:49:00 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=181.185.4.151; Destination=108.155.185.153; QNAME=updates.xcfmes.info; QTYPE=AAAA; RCODE=NOERROR
2025-07-20 15:53:35 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=83.161.23.70; Destination=64.180.22.107; QNAME=status.brauxnr.dev; QTYPE=CAA; RCODE=REFUSED
2025-07-20 15:55:32 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=155.121.41.212; Destination=113.48.163.225; QNAME=api.nbyyuacapa.io; QTYPE=SRV; RCODE=REFUSED
2025-07-20 16:11:34 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=62.195.16.125; Destination=52.22.157.149; QNAME=vpn.jrweqavg.info; QTYPE=PTR; RCODE=REFUSED
2025-07-20 16:11:38 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=208.197.211.183; Destination=129.35.190.246; QNAME=assets.aaaoqrikw.org; QTYPE=PTR; RCODE=SERVFAIL
2025-07-20 16:23:39 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=212.94.244.220; Destination=50.93.145.130; QNAME=assets.hgcsxiwi.net; QTYPE=TXT; RCODE=FORMERR
2025-07-20 16:28:05 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=169.95.3.2; Destination=112.212.237.234; QNAME=updates.ukxjn.xyz; QTYPE=TXT; RCODE=SERVFAIL
2025-07-20 16:34:39 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=40.241.205.86; Destination=124.7.77.108; QNAME=secure.cnxxmxboc.xyz; QTYPE=AAAA; RCODE=NXDOMAIN
2025-07-20 16:52:03 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=216.211.13.223; Destination=146.77.109.82; QNAME=portal.mqyyj.net; QTYPE=SRV; RCODE=REFUSED
2025-07-20 17:05:44 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=135.106.135.218; Destination=87.168.61.191; QNAME=cdn.szvxirqnxu.com; QTYPE=MX; RCODE=NXDOMAIN
2025-07-20 17:13:46 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=30.112.166.202; Destination=77.105.251.12; QNAME=login.rdnbar.info; QTYPE=AAAA; RCODE=FORMERR
2025-07-20 17:20:25 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=15.13.212.152; Destination=39.165.186.230; QNAME=api.crzkqljikf.biz; QTYPE=NS; RCODE=SERVFAIL
2025-07-20 17:22:41 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=208.255.89.101; Destination=74.240.242.168; QNAME=updates.avzolts.co; QTYPE=SRV; RCODE=FORMERR
2025-07-20 17:34:30 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=23.186.148.11; Destination=158.179.60.232; QNAME=www.efqctwu.biz; QTYPE=AAAA; RCODE=REFUSED
2025-07-20 17:53:49 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=147.79.8.26; Destination=100.46.133.140; QNAME=cdn.cdqdnq.biz; QTYPE=PTR; RCODE=REFUSED
2025-07-20 17:54:35 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=165.9.175.14; Destination=183.115.249.171; QNAME=login.cohsodcnwg.dev; QTYPE=MX; RCODE=REFUSED
2025-07-20 17:56:30 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=137.137.206.89; Destination=21.215.215.149; QNAME=mail.wzcwbi.biz; QTYPE=NS; RCODE=NXDOMAIN
2025-07-20 17:58:27 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=74.79.80.202; Destination=18.41.221.128; QNAME=repo.kmyxeiwwnm.xyz; QTYPE=PTR; RCODE=FORMERR
2025-07-20 18:00:49 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=111.31.16.92; Destination=134.89.140.162; QNAME=auth.corqmtn.co; QTYPE=SRV; RCODE=NXDOMAIN
2025-07-20 18:11:28 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=39.92.159.141; Destination=57.206.87.106; QNAME=cdn.igenzs.dev; QTYPE=CAA; RCODE=REFUSED
2025-07-20 18:15:09 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=217.246.75.130; Destination=130.2.115.39; QNAME=assets.ifbvw.co; QTYPE=CAA; RCODE=NXDOMAIN
2025-07-20 18:21:49 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=168.164.228.38; Destination=55.39.113.145; QNAME=secure.fffycbi.net; QTYPE=MX; RCODE=FORMERR
2025-07-20 18:23:45 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=63.110.30.215; Destination=64.187.239.228; QNAME=api.brjhnenzb.com; QTYPE=NS; RCODE=SERVFAIL
2025-07-20 18:24:07 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=144.25.129.37; Destination=123.41.189.20; QNAME=assets.qimawnww.org; QTYPE=TXT; RCODE=NOERROR
2025-07-20 18:32:14 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=69.134.70.183; Destination=53.144.155.210; QNAME=repo.lmufwckq.net; QTYPE=PTR; RCODE=FORMERR
2025-07-20 18:33:58 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=51.85.132.232; Destination=130.51.138.59; QNAME=repo.vfyja.com; QTYPE=TXT; RCODE=SERVFAIL
2025-07-20 18:35:56 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=174.153.253.45; Destination=143.157.130.180; QNAME=cdn.tiqsj.biz; QTYPE=SRV; RCODE=FORMERR
2025-07-20 18:48:58 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=68.60.112.122; Destination=56.188.7.183; QNAME=status.uevaj.org; QTYPE=NS; RCODE=FORMERR
2025-07-20 18:49:19 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=65.136.210.33; Destination=198.110.15.194; QNAME=api.sptmalhs.dev; QTYPE=NS; RCODE=NXDOMAIN
2025-07-20 18:53:30 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=201.100.104.64; Destination=159.238.160.149; QNAME=repo.hscrhlsqu.com; QTYPE=A; RCODE=REFUSED
2025-07-20 19:08:53 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=112.206.227.134; Destination=32.162.171.208; QNAME=updates.gphkqa.co; QTYPE=CAA; RCODE=REFUSED
2025-07-20 19:17:33 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=70.171.46.40; Destination=128.253.238.39; QNAME=assets.aigapdvqi.biz; QTYPE=CAA; RCODE=REFUSED
2025-07-20 19:20:09 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=124.112.223.224; Destination=180.5.89.210; QNAME=auth.lvkrbuvsd.net; QTYPE=SOA; RCODE=FORMERR
2025-07-20 19:20:43 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=44.99.95.106; Destination=58.175.68.201; QNAME=mail.tjbxjkwidy.co; QTYPE=SRV; RCODE=FORMERR
2025-07-20 19:35:05 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=14.7.216.32; Destination=84.131.117.44; QNAME=assets.zdhwyoj.co; QTYPE=A; RCODE=FORMERR
2025-07-20 19:36:26 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=45.90.45.241; Destination=199.236.233.159; QNAME=login.qtlbdvdnbx.io; QTYPE=MX; RCODE=NXDOMAIN
2025-07-20 20:15:28 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=120.163.28.117; Destination=121.255.57.173; QNAME=api.mzfenypr.org; QTYPE=SRV; RCODE=SERVFAIL
2025-07-20 20:20:41 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=17.88.188.211; Destination=192.84.150.163; QNAME=auth.pnvak.dev; QTYPE=MX; RCODE=NOERROR
2025-07-20 20:34:46 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=93.251.42.62; Destination=39.164.137.92; QNAME=www.uxoig.net; QTYPE=PTR; RCODE=NXDOMAIN
2025-07-20 20:36:03 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=143.68.245.26; Destination=79.82.133.28; QNAME=status.jrclgrhuj.xyz; QTYPE=CAA; RCODE=REFUSED
2025-07-20 20:44:27 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=180.243.32.35; Destination=39.188.70.151; QNAME=cdn.wbcibvgp.net; QTYPE=PTR; RCODE=FORMERR
2025-07-20 20:48:15 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=55.218.12.214; Destination=187.130.225.131; QNAME=mail.egbindz.net; QTYPE=AAAA; RCODE=FORMERR
2025-07-20 20:49:05 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=186.6.208.80; Destination=150.233.57.131; QNAME=repo.uvtyyle.com; QTYPE=CAA; RCODE=SERVFAIL
2025-07-20 20:53:33 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=111.27.191.164; Destination=43.144.164.117; QNAME=www.uumyz.biz; QTYPE=SRV; RCODE=NOERROR
2025-07-20 20:58:11 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=174.151.206.86; Destination=202.48.6.140; QNAME=mail.vcfckcck.biz; QTYPE=AAAA; RCODE=NXDOMAIN
2025-07-20 21:10:22 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=133.131.243.233; Destination=40.107.237.33; QNAME=vpn.weprqk.io; QTYPE=TXT; RCODE=FORMERR
2025-07-20 21:13:13 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=53.133.92.147; Destination=202.70.240.237; QNAME=vpn.ezfexmhqc.io; QTYPE=NS; RCODE=FORMERR
2025-07-20 21:23:17 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=164.157.71.144; Destination=146.142.3.169; QNAME=vpn.geerghbw.org; QTYPE=TXT; RCODE=FORMERR
2025-07-20 21:39:49 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=215.219.55.150; Destination=100.11.233.125; QNAME=login.ubrafcbyf.info; QTYPE=A; RCODE=REFUSED
2025-07-20 21:40:35 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=178.121.112.236; Destination=74.189.6.29; QNAME=portal.txiwkasa.xyz; QTYPE=SRV; RCODE=NOERROR
2025-07-20 21:42:49 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=85.66.138.183; Destination=62.140.167.166; QNAME=repo.oddegnk.co; QTYPE=TXT; RCODE=NOERROR
2025-07-20 21:50:41 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=145.182.53.109; Destination=46.198.17.116; QNAME=portal.vouyilhp.co; QTYPE=MX; RCODE=NXDOMAIN
2025-07-20 21:56:59 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=62.212.255.72; Destination=113.31.12.10; QNAME=login.exfdotfou.org; QTYPE=SOA; RCODE=SERVFAIL
2025-07-20 22:10:34 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=141.119.102.253; Destination=214.171.98.236; QNAME=vpn.yzbkabzx.co; QTYPE=NS; RCODE=REFUSED
2025-07-20 22:16:35 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=97.236.252.165; Destination=171.77.202.121; QNAME=repo.wownskf.xyz; QTYPE=A; RCODE=REFUSED
2025-07-20 22:17:18 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=189.187.238.67; Destination=74.39.135.88; QNAME=www.cafffc.info; QTYPE=PTR; RCODE=NOERROR
2025-07-20 22:26:47 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=127.115.186.19; Destination=70.112.55.7; QNAME=status.zjqtsr.dev; QTYPE=SOA; RCODE=SERVFAIL
2025-07-20 22:30:11 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=116.118.130.199; Destination=207.63.163.227; QNAME=vpn.lmsflop.dev; QTYPE=AAAA; RCODE=FORMERR
2025-07-20 22:34:17 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=221.97.236.221; Destination=17.233.18.63; QNAME=cdn.sgzkome.org; QTYPE=CAA; RCODE=SERVFAIL
2025-07-20 22:41:37 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=121.93.72.149; Destination=161.153.50.60; QNAME=api.kzpskdzqtd.net; QTYPE=CAA; RCODE=REFUSED
2025-07-20 22:44:03 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=161.3.175.30; Destination=154.148.139.212; QNAME=api.ecwen.com; QTYPE=AAAA; RCODE=SERVFAIL
2025-07-20 22:44:05 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=57.16.162.82; Destination=106.0.248.131; QNAME=secure.kafyn.com; QTYPE=TXT; RCODE=SERVFAIL
2025-07-20 22:45:18 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=40.93.220.193; Destination=43.238.183.58; QNAME=status.lpilfvxxf.xyz; QTYPE=AAAA; RCODE=NOERROR
2025-07-20 22:58:57 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=102.187.105.124; Destination=87.230.55.91; QNAME=repo.dhexlwefah.dev; QTYPE=NS; RCODE=NXDOMAIN
2025-07-20 22:59:11 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=197.187.135.159; Destination=196.128.59.140; QNAME=portal.ogvlut.com; QTYPE=AAAA; RCODE=NOERROR
2025-07-20 23:16:10 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=23.184.220.224; Destination=212.74.45.16; QNAME=vpn.jntwwx.dev; QTYPE=NS; RCODE=SERVFAIL
2025-07-20 23:23:06 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=167.99.85.0; Destination=190.77.49.94; QNAME=status.tzeqc.xyz; QTYPE=AAAA; RCODE=REFUSED
2025-07-20 23:24:50 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=85.94.192.223; Destination=173.208.214.150; QNAME=vpn.yyhmhmt.io; QTYPE=MX; RCODE=SERVFAIL
2025-07-20 23:47:17 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=150.176.38.23; Destination=105.157.15.104; QNAME=api.ehgxz.info; QTYPE=MX; RCODE=FORMERR
2025-07-21 00:08:26 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=39.97.195.116; Destination=103.38.119.55; QNAME=vpn.chnzgkz.org; QTYPE=MX; RCODE=SERVFAIL
2025-07-21 00:10:17 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=73.58.193.17; Destination=9.144.68.36; QNAME=secure.bhzdljx.io; QTYPE=A; RCODE=FORMERR
2025-07-21 00:14:27 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=73.139.0.100; Destination=32.85.223.150; QNAME=auth.bcwirgw.org; QTYPE=PTR; RCODE=SERVFAIL
2025-07-21 00:21:19 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=139.159.172.94; Destination=185.179.214.164; QNAME=portal.godgplsv.xyz; QTYPE=CAA; RCODE=NOERROR
2025-07-21 00:25:14 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=107.136.223.253; Destination=114.107.140.93; QNAME=status.dhxuwffyc.dev; QTYPE=MX; RCODE=FORMERR
2025-07-21 00:29:40 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=143.120.226.243; Destination=158.109.45.171; QNAME=updates.ahyanzfpfa.net; QTYPE=AAAA; RCODE=REFUSED
2025-07-21 00:41:45 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=86.211.201.70; Destination=122.4.29.192; QNAME=mail.zvgbtt.org; QTYPE=MX; RCODE=SERVFAIL
2025-07-21 00:48:08 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=78.24.224.79; Destination=159.25.249.187; QNAME=assets.afzzkv.com; QTYPE=A; RCODE=NOERROR
2025-07-21 00:54:15 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=24.142.160.59; Destination=13.22.101.107; QNAME=status.vqeatezp.com; QTYPE=CAA; RCODE=NXDOMAIN
2025-07-21 00:55:16 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=142.213.71.6; Destination=121.66.89.71; QNAME=portal.dqqcpfh.net; QTYPE=SRV; RCODE=NOERROR
2025-07-21 01:02:28 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=87.99.168.203; Destination=9.201.155.104; QNAME=api.emfpn.net; QTYPE=TXT; RCODE=FORMERR
2025-07-21 01:11:07 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=78.53.83.215; Destination=111.218.213.28; QNAME=api.zszzqj.info; QTYPE=A; RCODE=FORMERR
2025-07-21 01:20:51 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=60.224.162.11; Destination=198.217.35.233; QNAME=portal.uewewklu.io; QTYPE=NS; RCODE=FORMERR
2025-07-21 01:22:24 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=214.215.255.47; Destination=122.222.178.63; QNAME=secure.siqitztcub.org; QTYPE=SOA; RCODE=SERVFAIL
2025-07-21 01:26:52 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=190.119.109.82; Destination=150.90.71.105; QNAME=api.ehwjjdhiu.info; QTYPE=TXT; RCODE=NOERROR
2025-07-21 01:30:58 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=90.208.91.176; Destination=50.139.159.64; QNAME=api.bvxbxdpiho.co; QTYPE=CAA; RCODE=SERVFAIL
2025-07-21 01:32:53 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=159.44.160.206; Destination=157.157.62.35; QNAME=login.zwxnxiv.io; QTYPE=TXT; RCODE=NOERROR
2025-07-21 01:46:29 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=208.238.109.73; Destination=44.218.80.223; QNAME=secure.wzfkpjhqr.net; QTYPE=CAA; RCODE=NXDOMAIN
2025-07-21 01:59:30 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=211.201.56.153; Destination=74.33.11.251; QNAME=vpn.cxtrr.com; QTYPE=TXT; RCODE=NOERROR
2025-07-21 02:01:08 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=52.85.90.235; Destination=81.197.115.193; QNAME=mail.uxnlz.com; QTYPE=NS; RCODE=NXDOMAIN
2025-07-21 02:07:03 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=170.235.119.29; Destination=216.173.124.77; QNAME=auth.vksrim.org; QTYPE=PTR; RCODE=NXDOMAIN
2025-07-21 02:10:13 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=123.215.127.185; Destination=30.171.158.187; QNAME=cdn.lwdzsaxx.net; QTYPE=CAA; RCODE=REFUSED
2025-07-21 02:16:12 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=197.197.232.238; Destination=202.90.120.247; QNAME=secure.wlngbye.net; QTYPE=NS; RCODE=NOERROR
2025-07-21 02:16:59 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=40.155.94.63; Destination=74.254.140.15; QNAME=auth.hoticapifu.dev; QTYPE=NS; RCODE=NXDOMAIN
2025-07-21 02:24:14 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=93.227.182.8; Destination=219.237.41.141; QNAME=cdn.upibkxlp.com; QTYPE=SOA; RCODE=REFUSED
2025-07-21 02:30:29 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=35.250.128.119; Destination=199.254.17.101; QNAME=repo.qdcfql.com; QTYPE=A; RCODE=SERVFAIL
2025-07-21 02:45:43 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=74.58.133.147; Destination=44.173.132.84; QNAME=www.rhtpugbiwa.xyz; QTYPE=AAAA; RCODE=FORMERR
2025-07-21 03:00:56 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=13.102.66.98; Destination=102.221.33.174; QNAME=portal.nhapmpwmn.info; QTYPE=MX; RCODE=FORMERR
2025-07-21 03:06:32 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=182.4.75.51; Destination=97.102.133.212; QNAME=cdn.nhgzzag.net; QTYPE=PTR; RCODE=NXDOMAIN
2025-07-21 03:11:16 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=88.78.87.143; Destination=165.49.180.148; QNAME=secure.jvhwkfqxl.dev; QTYPE=SRV; RCODE=NXDOMAIN
2025-07-21 03:11:46 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=134.78.228.182; Destination=18.198.4.65; QNAME=assets.brduw.io; QTYPE=NS; RCODE=REFUSED
2025-07-21 03:17:29 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=29.98.130.173; Destination=180.214.47.110; QNAME=mail.rntuaxwg.com; QTYPE=TXT; RCODE=SERVFAIL
2025-07-21 03:31:21 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=68.239.240.241; Destination=147.90.138.125; QNAME=api.gutqggc.com; QTYPE=TXT; RCODE=NXDOMAIN
2025-07-21 03:32:00 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=192.239.173.217; Destination=47.236.248.232; QNAME=updates.ajopemfe.io; QTYPE=CAA; RCODE=NOERROR
2025-07-21 03:45:28 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=146.135.97.159; Destination=148.71.87.186; QNAME=updates.cooge.net; QTYPE=CAA; RCODE=NOERROR
2025-07-21 03:54:42 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=40.18.117.105; Destination=73.124.34.86; QNAME=cdn.dbgmvr.xyz; QTYPE=SOA; RCODE=NXDOMAIN
2025-07-21 03:57:21 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=119.59.18.30; Destination=204.137.179.107; QNAME=cdn.nnvrmaayw.org; QTYPE=A; RCODE=SERVFAIL
2025-07-21 04:01:39 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=191.122.170.105; Destination=86.20.170.255; QNAME=updates.mvlhmbldjd.dev; QTYPE=SRV; RCODE=FORMERR
2025-07-21 04:07:11 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=145.74.76.67; Destination=216.23.143.22; QNAME=www.irqqy.com; QTYPE=MX; RCODE=FORMERR
2025-07-21 04:16:40 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=176.200.46.255; Destination=62.114.210.210; QNAME=auth.zrkllucpi.co; QTYPE=SRV; RCODE=FORMERR
2025-07-21 04:33:48 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=111.8.198.192; Destination=79.65.68.115; QNAME=login.feawibni.biz; QTYPE=AAAA; RCODE=FORMERR
2025-07-21 04:46:59 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=46.124.44.87; Destination=28.16.22.113; QNAME=updates.ydfcgl.co; QTYPE=CAA; RCODE=SERVFAIL
2025-07-21 04:54:23 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=156.162.36.167; Destination=136.123.25.84; QNAME=status.ruyaappbjv.xyz; QTYPE=NS; RCODE=REFUSED
2025-07-21 05:03:15 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=209.66.28.102; Destination=62.178.0.72; QNAME=updates.iaqqyowxw.org; QTYPE=MX; RCODE=NOERROR
2025-07-21 05:14:44 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=21.156.136.83; Destination=135.200.51.191; QNAME=api.tricjrxgnn.co; QTYPE=CAA; RCODE=FORMERR
2025-07-21 05:28:58 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=180.202.233.166; Destination=116.115.100.103; QNAME=status.nwfnuqp.co; QTYPE=MX; RCODE=SERVFAIL
2025-07-21 05:38:13 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=151.155.109.153; Destination=95.123.172.9; QNAME=mail.etffm.xyz; QTYPE=NS; RCODE=SERVFAIL
2025-07-21 05:54:09 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=35.100.120.171; Destination=31.241.48.208; QNAME=assets.abowdbfsb.com; QTYPE=SOA; RCODE=SERVFAIL
2025-07-21 05:54:18 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=209.186.16.19; Destination=103.2.225.30; QNAME=updates.nwsfsbyeg.net; QTYPE=TXT; RCODE=NXDOMAIN
2025-07-21 05:55:44 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=69.100.139.238; Destination=157.108.171.243; QNAME=login.qhlngnio.dev; QTYPE=SRV; RCODE=NOERROR
2025-07-21 06:07:45 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=219.144.153.181; Destination=9.226.49.138; QNAME=vpn.rfxejnixx.dev; QTYPE=AAAA; RCODE=NOERROR
2025-07-21 06:25:09 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=39.70.44.66; Destination=182.48.237.184; QNAME=status.yhhstq.xyz; QTYPE=TXT; RCODE=NOERROR
2025-07-21 06:26:07 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=134.184.203.147; Destination=201.101.36.33; QNAME=login.dbmknxfz.com; QTYPE=A; RCODE=NOERROR
2025-07-21 06:26:42 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=82.85.84.72; Destination=12.221.224.204; QNAME=portal.evldc.biz; QTYPE=PTR; RCODE=REFUSED
